region;code_parcelle;ID_Parcelle;plante_reference;commune;code_postal;code_insee;parcelle_active;nom_parcelle;lieu_dit;climat;typo_pays_principale;bassin_prod__principal;typo_pays_secondaire;bassin_prod__secondaire;topographie;altitude;pourcent_pente;surface;plan_eau;exposition;orientation_vent;enclave;corridor;drain;commentaire_parcelle;orientation_rang_vigne;annee_plantation_vigne;ecart_rang_vigne;precedent_cultural_vigne;desifection_vigne;fumigation_vigne;devitalisation_cep_vigne;arrachage_avec_defonc_vigne;arrachage_sans_defonc_vigne;apport_fumure_vigne;nature_fumure_vigne;tonnage_vigne;fractionnement_vigne;commentaire_vigne;derniere_modif_parcelle_par;derniere_modif_parcelle_le;derniere_modif_donnees_agro_par;derniere_modif_donnees_agro_le;derniere_modif_pratiques_par;derniere_modif_pratiques_le;ID;NOM;NOM_M;INSEE_COM;SAU_2020;SAU_BIO_20;IFT_H0;IFT_T0;IFT_T_hbc0;IFT_T_HH0;cod_c_maj;cod_c_hbc;cod_c_h;c_maj;c_ift_h;c_ift_hbc;p_bio_0;p_bc_0;IFT_T;IFT_T_hbc;IFT_H;IFT_T_HH;IFT_HHhbc;IFTbc;p_bio;p_bc;p_sau
PAYS DE LOIRE;PDL-36;553;Salade;BEAUFORT-EN-ANJOU;49250;49021;t;Port Ã  Fondu;Port Ã  Fondu;OcÃ©anique Ã  semi-ocÃ©anique nord;Paysage mixte;Zone maraÃ®chÃ¨re;BÃ¢tis, milieu rural;Zone maraÃ®chÃ¨re;Plaine;22;Nulle;1.25;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Celine BOISARD;17/03/2023;JÃ©rÃ©my GOURDIEN;05/06/2023;Celine BOISARD;17/03/2023;COMMUNE_0000000009745191;Beaufort-en-Anjou;BEAUFORT-EN-ANJOU;49021;2232.41;371.17;0.98;2.2;2.18;1.22;MIS;BTH;MIS;Maïs;Maïs;Blé tendre d’hiver;17;1;2.2;2.18;0.98;1.22;1.2;0.02;17;1;53
AUVERGNE-RHÃ”NE-ALPES;RA_M11;261;Mais;BEAUMONT-LES-VALENCE;26760;26037;f;RA_M11;Chaudeblache;Semi-continental sud;Paysage mixte;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;150;Nulle;5.20;f;Plein soleil;Nord;f;t;f;;;;;;;;;;;;;;;;Camille BAGNIS;15/06/2022;Camille BAGNIS;15/06/2021;Camille BAGNIS;05/02/2018;COMMUNE_0000000009755462;Beaumont-lès-Valence;BEAUMONT-LES-VALENCE;26037;1049.34;169.55;0.95;2.17;2.16;1.22;MIS;MIS;MIS;Maïs;Maïs;Maïs;16;1;2.17;2.16;0.95;1.22;1.21;0.01;16;1;59
BOURGOGNE-FRANCHE-COMTÃ‰;BOURG-06-VI;382;Vigne;BEAUNE;21200;21054;t;BEAUNE;LES PERRIERES;Semi-continental sud;;Bassin viticole;;Bassin viticole;Bas de coteau;245;;0.25;f;Plein soleil;Sud-Ouest;t;f;f;;Dans le sens de la pente ;2002;1.00;Vigne;Chimique;f;t;t;f;f;;0.0;0.0;;Camila ANDRADE;29/05/2019;Dominique BRAUGE;24/01/2023;Dominique BRAUGE;24/01/2023;COMMUNE_0000000009746997;Beaune;BEAUNE;21054;1102.38;197.13;0.91;6.72;5.13;5.81;vigne;vigne;BTH;Vigne;Blé tendre d’hiver;Vigne;18;24;6.72;5.13;0.91;5.81;4.22;1.59;18;24;35
NOUVELLE-AQUITAINE;AQ-018;497;Salade;BEAUPUY;47200;47024;f;Berry bas;Berry bas;OcÃ©anique;Paysage mixte;Zone maraÃ®chÃ¨re;Autres;Zone maraÃ®chÃ¨re;Plaine;80;Nulle;1.50;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;CÃ©lia PETITCOLLIN;27/04/2023;CÃ©lia PETITCOLLIN;03/04/2023;CÃ©lia PETITCOLLIN;14/06/2022;COMMUNE_0000000009756983;Beaupuy;BEAUPUY;47024;333.42;9.94;1.02;5.08;4.74;4.06;TRN;vigne;BTH;Tournesol;Blé tendre d’hiver;Vigne;3;7;5.08;4.74;1.02;4.06;3.72;0.34;3;7;41
AUVERGNE-RHÃ”NE-ALPES;RA_M05;276;Mais;BEAUREPAIRE;38270;38034;t;Abattoire;Sausays;Semi-continental sud;Open field;Zone de grandes cultures;Paysage mixte;Zone de grandes cultures;Plaine;255;Nulle;2.00;f;Semi ombragÃ©;Nord;f;t;f;;;;;;;;;;;;;;;;Camille BAGNIS;15/06/2022;Camille BAGNIS;08/06/2023;Camille BAGNIS;11/06/2023;COMMUNE_0000000009753761;Beaurepaire;BEAUREPAIRE;38034;1214.43;39.4;1.25;2.81;2.79;1.57;MIS;MIS;MIS;Maïs;Maïs;Maïs;3;1;2.81;2.79;1.25;1.57;1.55;0.02;3;1;66
ILE-DE-FRANCE;IF_077_09;40;Ble;BEAUTHEIL SAINTS;77120;77433;t;Champ Drouin;La BoissiÃ¨re;Semi-ocÃ©anique;Paysage mixte;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;74;Nulle;11.44;f;Plein soleil;Sud-Ouest;f;f;f;;;;;;;;;;;;;;;;MarlÃ¨ne MOITY;28/07/2020;MarlÃ¨ne MOITY;25/03/2021;MarlÃ¨ne MOITY;16/03/2021;COMMUNE_0000002200276623;Beautheil-Saints;BEAUTHEIL-SAINTS;77433;2784.88;294.62;1.65;4.57;4.54;2.92;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;11;1;4.57;4.54;1.65;2.92;2.89;0.04;11;1;73
BRETAGNE;BLERJO1;377;Ble;BEDEE;35137;35023;t;le gage;le gage;OcÃ©anique Ã  semi-ocÃ©anique nord;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Information inconnue;Zone de polyculture-Ã©levage;Bas de coteau;55;5 Ã  10 %;5.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Louis LEROUX;10/06/2020;Isabelle SENEGAS;11/06/2023;Isabelle SENEGAS;11/06/2023;COMMUNE_0000000009741050;Bédée;BEDEE;35023;2943.56;225.66;0.94;2.02;2;1.08;MIE;BTH;MIE;Maïs ensilage;Maïs ensilage;Blé tendre d’hiver;8;1;2.02;2;0.94;1.08;1.06;0.02;8;1;75
OCCITANIE;MP_GAR_AV_S1;250;Salade;BELBERAUD;31450;31057;t;Troy;Troy;OcÃ©anique Ã  semi ocÃ©anique sud;Paysage mixte;;BÃ¢tis, milieu suburbain;;Haut de coteau;180;1 Ã  2%;1.00;f;Plein soleil;Sud-Est;f;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;Barbara CICHOSZ;11/10/2021;Barbara CICHOSZ;14/10/2021;COMMUNE_0000000009760430;Belberaud;BELBERAUD;31057;523.61;12.06;1.2;3.17;3.15;1.98;TRN;BDH;BDH;Tournesol;Blé dur d’hiver;Blé dur d’hiver;2;1;3.17;3.15;1.2;1.98;1.95;0.03;2;1;70
OCCITANIE;LR_M_66_1;338;Mais;BELPECH;11420;11033;t;St. QUIRC;Hospital;OcÃ©anique Ã  semi ocÃ©anique sud;Open field;Zone de grandes cultures;;Zone de grandes cultures;Plaine;245;;25.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;Cindy LEROY;18/04/2017;SÃ©bastien DUBOIS;13/02/2019;COMMUNE_0000000009761707;Belpech;BELPECH;11033;3426.66;401.39;0.93;2.26;2.25;1.33;BDH;BDH;TRN;Blé dur d’hiver;Tournesol;Blé dur d’hiver;12;0;2.26;2.25;0.93;1.33;1.32;0.01;12;0;78
CENTRE-VAL DE LOIRE;Dpt28-Centre-46;549;Ble;BERCHERES-LES-PIERRES;28630;28035;t;Les 2 voies la garenne;la censive;Semi-ocÃ©anique;Open field;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;152;Nulle;15.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Maryse MERIEAU;09/06/2021;Morgane ROSE;16/02/2023;Juliane DAUSSY;09/06/2023;COMMUNE_0000000009740165;Berchères-les-Pierres;BERCHERES-LES-PIERRES;28035;1686.84;7.95;1.96;5.8;5.8;3.84;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;0;5.8;5.8;1.96;3.84;3.83;0.01;0;0;84
AUVERGNE-RHÃ”NE-ALPES;AUV63-4;168;Mais;BERGONNE;63500;63036;t;CROUZALOUX;CLEVERNAUX;Semi-continental sud;Paysage mixte;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;400;5 Ã  10 %;3.96;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Eva FICHET;29/06/2021;Eva FICHET;30/04/2020;Eva FICHET;29/06/2021;COMMUNE_0000000009753110;Bergonne;BERGONNE;63036;414.61;0;1.1;2.42;2.42;1.33;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;0;2.42;2.42;1.1;1.33;1.32;0;0;0;71
NOUVELLE-AQUITAINE;ENI_Limousin_09;160;Ble;BERNEUIL;87300;87012;t;Auto-Ã©cole;Savignac;Semi-ocÃ©anique Ã  semi-continental;Open field;Zone de grandes cultures;Paysage mixte;Zone de grandes cultures;Plaine;280;Nulle;57.00;f;Plein soleil;Nord-Ouest;f;f;f;;;;;;;;;;;;;;;;Nathalie DASTE;07/06/2021;RaphaÃ«l RAPP;20/04/2021;RaphaÃ«l RAPP;15/07/2021;COMMUNE_0000000009750821;Berneuil;BERNEUIL;87012;1715.7;123.53;0.66;1.46;1.45;0.8;PRL;BTH;MIS;Prairie en rotation longue (6 ans ou plus);Maïs;Blé tendre d’hiver;7;0;1.46;1.45;0.66;0.8;0.79;0.01;7;0;66
GRAND-EST;AL021;460;Mais;BERNWILLER;68210;68006;t;NIEDERWEYER;NIEDERWEYER;Semi-continental nord;Paysage mixte;Zone de grandes cultures;BÃ¢tis, milieu rural;Zone de grandes cultures;Plaine;288;1 Ã  2%;7.00;t;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Alexandre FLEISCH;13/12/2022;Alexandre FLEISCH;13/12/2022;Alexandre FLEISCH;13/12/2022;COMMUNE_0000000009743401;Bernwiller;BERNWILLER;68006;737.91;96.07;1.1;2.7;2.66;1.6;MIS;MIS;MIS;Maïs;Maïs;Maïs;13;1;2.7;2.66;1.1;1.6;1.57;0.03;13;1;69
GRAND-EST;AL006;517;Mais;BERSTETT;67370;67034;t;HAUPTBRUNENMATTEN;BAUMATT;Semi-continental nord;Paysage mixte;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;157;Nulle;1.00;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Christiane SCHAUB;02/02/2021;Mathie COMPAGNONE;15/03/2021;Mathie COMPAGNONE;12/08/2022;COMMUNE_0000000009736786;Berstett;BERSTETT;67034;1542.96;0.1;1.45;3.43;3.37;1.98;MIS;MIS;MIS;Maïs;Maïs;Maïs;0;2;3.43;3.37;1.45;1.98;1.92;0.06;0;2;84
HAUTS-DE-FRANCE;PIC 02;347;Ble;BETTENCOURT-RIVIERE;80270;80099;t;la vallee des anglais;;OcÃ©anique;Open field;Zone de grandes cultures;Open field;Zone de grandes cultures;Plateau;25;;41.79;f;Plein soleil;Nord-Ouest;f;f;f;;;;;;;;;;;;;;;;Vincent DUVAL;23/03/2021;Alexis BLIOT;10/01/2023;Alexis BLIOT;10/01/2023;COMMUNE_0000000009728866;Bettencourt-Rivière;BETTENCOURT-RIVIERE;80099;534.63;0;1.63;4.79;4.79;3.16;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;0;4.79;4.79;1.63;3.16;3.16;0.01;0;0;73
BRETAGNE;BLEAGE2;264;Ble;BETTON;35830;35024;t;La bunelais;la Bunelais;OcÃ©anique;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Information inconnue;Zone de polyculture-Ã©levage;Fond de vallÃ©e;42;1 Ã  2%;4.00;f;Plein soleil;Ouest;f;t;f;"granulomÃ©trie : source ""sols de Bretagne"" - pas d'analyse â€“";;;;;;;;;;;;;;;Louis LEROUX;10/06/2020;Isabelle SENEGAS;11/06/2023;Isabelle SENEGAS;11/06/2023;COMMUNE_0000000009741038;Betton;BETTON;35024;1542.99;238.76;0.87;1.93;1.91;1.06;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;15;1;1.93;1.91;0.87;1.06;1.04;0.02;15;1;58
HAUTS-DE-FRANCE;PIC 14;375;Ble;BETZ;60620;60069;f;chemin du fresnoy droit;;OcÃ©anique;Open field;Zone de grandes cultures;;Zone de grandes cultures;Plateau;112;;2.95;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Vincent DUVAL;19/03/2021;Aline VERMANT;09/09/2019;;;COMMUNE_0000000009733472;Betz;BETZ;60069;961.39;0;1.94;5.4;5.39;3.46;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;0;5.4;5.39;1.94;3.46;3.46;0;0;0;62
OCCITANIE;LR_M_34_2;4;Mais;BEZIERS;34500;34032;t;Agnele;;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Bassin viticole;;Bassin viticole;Plaine;27;Nulle;15.40;f;Plein soleil;Sud;f;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;Nicolas ANDRE;12/01/2023;Nicolas ANDRE;12/01/2023;COMMUNE_0000000009761171;Béziers;BEZIERS;34032;4142.46;547.13;0.69;6.52;5.73;5.83;vigne;vigne;BTH;Vigne;Blé tendre d’hiver;Vigne;13;12;6.52;5.73;0.69;5.83;5.04;0.8;13;12;43
BRETAGNE;MAIADU1;25;Mais;BIGNAN;56500;56017;t;Penderf;Kerguehennec;OcÃ©anique;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Information inconnue;Zone de polyculture-Ã©levage;Haut de coteau;108;5 Ã  10 %;6.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Louis LEROUX;10/06/2020;Isabelle SENEGAS;11/06/2023;Isabelle SENEGAS;15/06/2022;COMMUNE_0000000009742373;Bignan;BIGNAN;56017;2733.82;44.66;0.94;2.06;2.05;1.11;MIS;BTH;MIS;Maïs;Maïs;Blé tendre d’hiver;2;1;2.06;2.05;0.94;1.11;1.1;0.01;2;1;59
CORSE;BIG;82;Salade;BIGUGLIA;20620;2B037;t;RAO salade;;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Zone maraÃ®chÃ¨re;;Zone maraÃ®chÃ¨re;Plaine;1;2 Ã  5 %;0.65;f;Plein soleil;Information inconnue;f;f;f;;;;;;;;;;;;;;;;Camila ANDRADE;03/06/2019;Yohan PETIT;26/02/2018;Yohan PETIT;06/11/2017;COMMUNE_0000000009762783;Biguglia;BIGUGLIA;2B037;643.27;26.1;0.08;0.63;0.43;0.55;SPL;vigne;SOG;Surface pastorale - ressources fourragères ligneuses prédominantes;Sorgho;Vigne;4;32;0.63;0.43;0.08;0.55;0.34;0.2;4;32;24
CORSE;BIG - 2;87;Salade;BIGUGLIA;20620;2B037;t;DOLESI Salade;Chemin de Suariccia;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Zone maraÃ®chÃ¨re;Bocage Ã  dominante polyculture Ã©levage;Zone maraÃ®chÃ¨re;Plaine;6;2 Ã  5 %;2.00;f;Plein soleil;Information inconnue;f;f;f;;;;;;;;;;;;;;;;Camila ANDRADE;03/06/2019;Yohan PETIT;08/11/2017;Yohan PETIT;05/07/2018;COMMUNE_0000000009762783;Biguglia;BIGUGLIA;2B037;643.27;26.1;0.08;0.63;0.43;0.55;SPL;vigne;SOG;Surface pastorale - ressources fourragères ligneuses prédominantes;Sorgho;Vigne;4;32;0.63;0.43;0.08;0.55;0.34;0.2;4;32;24
GRAND-EST;AL023;543;Salade;BILTZHEIM;68127;68037;f;GRAND TROU;rte de BILTZHEIM;Continental;Paysage mixte;Zone de grandes cultures;BÃ¢tis, milieu rural;Zone de grandes cultures;Plaine;302;1 Ã  2%;1.80;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Alexandre FLEISCH;22/04/2021;Alexandre FLEISCH;26/04/2021;Alexandre FLEISCH;26/04/2021;COMMUNE_0000000009741794;Biltzheim;BILTZHEIM;68037;397.61;0;1.32;2.95;2.93;1.63;MIS;MIS;MIS;Maïs;Maïs;Maïs;0;1;2.95;2.93;1.32;1.63;1.61;0.02;0;1;56
OCCITANIE;MP_GAR_AV_S3;324;Salade;BLAGNAC;31700;31069;t;Sauzas;Sauzas;OcÃ©anique Ã  semi ocÃ©anique sud;Paysage mixte;;BÃ¢tis, milieu urbain;;Plaine;124;Nulle;1.62;f;Plein soleil;Sud-Est;t;f;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;Barbara CICHOSZ;08/11/2021;Barbara CICHOSZ;08/11/2021;COMMUNE_0000000009759981;Blagnac;BLAGNAC;31069;77.41;3.69;0.29;1.64;1.55;1.35;J5M;LBF;LBF;Jachère de 5 ans ou moins;Laitue / Batavia / Feuille de chêne;Laitue / Batavia / Feuille de chêne;5;5;1.64;1.55;0.29;1.35;1.26;0.09;5;5;4
NOUVELLE-AQUITAINE;AQ-010;332;Vigne;BLANQUEFORT;33290;33056;t;GPD1;Bioussas;OcÃ©anique;Paysage mixte;Bassin viticole;BÃ¢tis, milieu suburbain;Bassin viticole;Plaine;25;Nulle;0.89;f;Plein soleil;Sud-Ouest;f;f;f;;Pas de pente;1974;2.00;Information inconnue;Pas d'intervention;f;f;f;f;f;;0.0;0.0;;Nathalie DASTE;13/06/2021;CÃ©lia PETITCOLLIN;03/04/2023;Nathalie DASTE;27/04/2021;COMMUNE_0000000009755418;Blanquefort;BLANQUEFORT;33056;718.93;329.44;0.2;3.08;2.59;2.88;PPH;vigne;MIS;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Maïs;Vigne;46;16;3.08;2.59;0.2;2.88;2.39;0.49;46;16;21
HAUTS-DE-FRANCE;PIC 24;523;Mais;BLESMES;2400;2094;f;PIC - 24;les Aulnes bouillants;OcÃ©anique;Open field;Zone de grandes cultures;Open field;Zone de grandes cultures;Plateau;230;Nulle;10.00;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Vincent DUVAL;09/03/2023;;;Nicolas JULLIER;14/04/2020;COMMUNE_0000000009734957;Blesmes;BLESMES;2094;741.19;14.54;1.49;4.62;4.47;3.12;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;2;3;4.62;4.47;1.49;3.12;2.98;0.15;2;3;75
NORMANDIE;76046-DÃ©fis Ruraux- 04;445;Ble;BOLLEVILLE;76210;76115;t;76046-DÃ©fis Ruraux- 04;;OcÃ©anique;Paysage mixte;Zone de polyculture-Ã©levage;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Plateau;144;Nulle;13.55;f;Semi ombragÃ©;Nord-Ouest;f;t;f;;;;;;;;;;;;;;;;Pauline LAURENT;30/04/2020;Guillaume BEAUER;27/04/2023;Guillaume BEAUER;27/04/2023;COMMUNE_0000000009730779;Bolleville;BOLLEVILLE;76115;762.61;8.86;1.55;4.53;4.47;2.99;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;1;1;4.53;4.47;1.55;2.99;2.93;0.06;1;1;77
NOUVELLE-AQUITAINE;AQ-011;368;Vigne;BOMMES;33210;33060;t;Bataille Bas 2;A Cardonne;OcÃ©anique;Paysage mixte;Bassin viticole;BÃ¢tis, milieu rural;Bassin viticole;Haut de coteau;30;1 Ã  2%;1.20;f;Semi ombragÃ©;Ouest;f;t;f;;Dans le sens de la pente ;1973;1.80;Vigne;Pas d'intervention;f;f;f;f;t;Organique;0.0;0.0;;Nathalie DASTE;07/06/2021;CÃ©lia PETITCOLLIN;06/04/2023;CÃ©lia PETITCOLLIN;06/04/2023;COMMUNE_0000000009756800;Bommes;BOMMES;33060;376.22;69.26;0.31;14.06;11.15;13.75;vigne;vigne;aucune;Vigne;Vigne;Vigne;18;21;14.06;11.15;0.31;13.75;10.84;2.92;18;21;65
CENTRE-VAL DE LOIRE;Centre-31;188;Ble;BONNEVAL;28800;28051;t;Glandin;Le Glandin;Semi-ocÃ©anique Ã  semi-continental;Paysage mixte;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;145;Nulle;5.00;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Maryse MERIEAU;09/06/2021;Lucille GUILLOMO;22/01/2021;Morgane ROSE;22/02/2023;COMMUNE_0000000009741316;Bonneval;BONNEVAL;28051;1909.79;10.01;1.83;4.97;4.97;3.14;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;1;0;4.97;4.97;1.83;3.14;3.14;0;1;0;66
NOUVELLE-AQUITAINE;AQ-005;313;Vigne;BONNEVILLE-ET-SAINT-AVIT-DE-FUMADIERES;24230;24048;t;AQ-005;Le Valladoux;OcÃ©anique;Paysage mixte;Bassin viticole;Paysage mixte;Bassin viticole;Plateau;80;Nulle;1.50;f;Plein soleil;Sud-Ouest;f;f;f;;Pas de pente;1980;3.00;Vigne;;f;f;t;f;f;Information inconnue;0.0;0.0;2564 pieds/ha (1,3m entrepieds);Nathalie DASTE;07/06/2021;CÃ©lia PETITCOLLIN;03/04/2023;CÃ©lia PETITCOLLIN;20/03/2023;COMMUNE_0000000009755606;Bonneville-et-Saint-Avit-de-Fumadières;BONNEVILLE-ET-SAINT-AVIT-DE-FUMADIERES;24048;320.24;144.36;0.08;3.61;2.88;3.53;vigne;vigne;aucune;Vigne;Vigne;Vigne;45;20;3.61;2.88;0.08;3.53;2.79;0.74;45;20;45
GRAND-EST;AL005;124;Mais;BOSSENDORF;67270;67058;t;HERRENACKER;HERRENACKER;Semi-continental nord;Open field;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plaine;166;2 Ã  5 %;6.16;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Christiane SCHAUB;02/02/2021;Alexandre FLEISCH;10/11/2021;Claire GILBERT;23/01/2023;COMMUNE_0000000009735770;Bossendorf;BOSSENDORF;67058;305.1;0.13;1.13;2.52;2.5;1.39;MIS;MIS;MIS;Maïs;Maïs;Maïs;0;1;2.52;2.5;1.13;1.39;1.37;0.02;0;1;75
NORMANDIE;27044_CA27_03;395;Ble;BOUCHEVILLIERS;27150;27098;t;chasse marÃ©e;Les Margottes;Semi-continental nord;Paysage mixte;Zone de grandes cultures;BÃ¢tis, milieu rural;Zone de grandes cultures;Plateau;160;1 Ã  2%;19.75;f;Plein soleil;Nord-Est;f;t;f;;;;;;;;;;;;;;;;Yann PIVAIN;20/04/2020;Yann PIVAIN;25/11/2022;Yann PIVAIN;12/12/2022;COMMUNE_0000000009731770;Bouchevilliers;BOUCHEVILLIERS;27098;311.46;74.73;1.14;3.28;3.27;2.14;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;24;0;3.28;3.27;1.14;2.14;2.13;0.01;24;0;72
CENTRE-VAL DE LOIRE;36-04;20;Ble;BOUESSE;36200;36022;f;la tuilerie;la tuilerie;Semi-continental sud;Paysage mixte;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Haut de coteau;184;Nulle;21.50;t;Plein soleil;Ouest;t;t;f;;;;;;;;;;;;;;;;Maryse MERIEAU;28/04/2022;Maryse MERIEAU;26/05/2020;Maryse MERIEAU;26/05/2020;COMMUNE_0000000009748580;Bouesse;BOUESSE;36022;1711.64;77.94;0.61;1.58;1.57;0.97;PRL;BTH;BTH;Prairie en rotation longue (6 ans ou plus);Blé tendre d’hiver;Blé tendre d’hiver;5;0;1.58;1.57;0.61;0.97;0.97;0;5;0;70
NOUVELLE-AQUITAINE;PCB7;119;Ble;BOURGNEUF;17220;17059;t;Bourgneuf;Chemin de la vallÃ©e du Bois;OcÃ©anique Ã  semi ocÃ©anique sud;Paysage mixte;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;37;Nulle;3.75;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Nathalie DASTE;07/06/2021;CÃ©lia PETITCOLLIN;05/04/2023;Nathalie DASTE;17/01/2022;COMMUNE_0000000009750148;Bourgneuf;BOURGNEUF;17059;175.06;5.92;1.69;4.6;4.53;2.91;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;3;2;4.6;4.53;1.69;2.91;2.83;0.07;3;2;68
HAUTS-DE-FRANCE;PIC 25;8;Mais;BOURSEVILLE;80130;80124;t;Les Riez-hecquet;1196, route de Vaudricourt;Semi-ocÃ©anique Ã  semi-continental;Bocage Ã  dominante polyculture Ã©levage;Zone de grandes cultures;Bocage Ã  dominante polyculture Ã©levage;Zone de grandes cultures;Plaine;51;1 Ã  2%;5.15;f;Plein soleil;Nord-Ouest;f;f;f;;;;;;;;;;;;;;;;Vincent DUVAL;25/03/2021;HervÃ© GEORGES;22/02/2023;HervÃ© GEORGES;22/02/2023;COMMUNE_0000000009728587;Bourseville;BOURSEVILLE;80124;672.57;0;1.53;4.44;4.44;2.91;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;0;4.44;4.44;1.53;2.91;2.91;0;0;0;84
GRAND-EST;AL004;519;Mais;BOUXWILLER;67330;67061;t;AN DER MAST;GRANDE BOUXWILLER;Semi-continental nord;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plaine;225;5 Ã  10 %;2.50;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Christiane SCHAUB;02/02/2021;Alexandre FLEISCH;24/02/2021;Claire GILBERT;01/06/2023;COMMUNE_0000000009735280;Bouxwiller;BOUXWILLER;67061;1792.78;474.32;0.48;1.26;1.23;0.79;PPH;BTH;MIS;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Maïs;Blé tendre d’hiver;26;2;1.26;1.23;0.48;0.79;0.76;0.03;26;2;69
GRAND-EST;12ENICA10005;282;Salade;BOUY-LUXEMBOURG;10220;10056;t;secteur B 256;Bas de Chamonnet;Semi-continental nord;Open field;Zone de grandes cultures;Paysage mixte;Zone de grandes cultures;Plaine;142;Nulle;0.60;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;AurÃ©lie DUPEYRON;08/06/2020;Charly CARLIER;20/05/2022;Charly CARLIER;20/05/2022;COMMUNE_0000000009739666;Bouy-Luxembourg;BOUY-LUXEMBOURG;10056;1101.99;0;1.66;5.06;5.02;3.4;ORP;BTH;BTN;Orge de printemps;Betterave non fourragère / Bette;Blé tendre d’hiver;0;1;5.06;5.02;1.66;3.4;3.36;0.04;0;1;91
